"","date","timestamp","datetime_tbd","score","url","description","created_at","date_tbd","visible_until_utc","announce_date","status","datetime_utc","type","id","title","popularity","short_title","time_tbd","datetime_local","is_open","general_admission","highest_price","lowest_price","average_price","lowest_price_good_deals","listing_count","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","extended_address","display_location","slug","address","score_venue","url_venue","name","postal_code","state","city","country","id_venue","timezone","num_upcoming_events","popularity_venue","name_v2","has_upcoming_events","lon","lat","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"204","2018-09-07","2018-09-07_08.07.42",FALSE,0.891,"https://seatgeek.com/redskins-at-eagles-tickets/12-3-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346936","","2018-04-20T00:47:17",FALSE,"2018-12-04T05:15:00","2018-04-20T00:00:00","normal","2018-12-04T01:15:00","nfl",4346936,"Washington Redskins at Philadelphia Eagles",0.846,"Redskins at Eagles",FALSE,"2018-12-03T20:15:00",FALSE,NA,1217,140,326.55,140,570,"QRCODE","2018-08-24T21:53:41Z",FALSE,"Philadelphia, PA 19148","Philadelphia, PA","lincoln-financial-field","1020 Pattison Ave",0.90542686,"https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","19148","PA","Philadelphia","US",330,"America/New_York",17,0,"Lincoln Financial Field",TRUE,-75.1675,39.9046,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"205","2018-09-07","2018-09-07_08.07.42",FALSE,0.796,"https://seatgeek.com/jaguars-at-titans-tickets/12-6-2018-nashville-tennessee-nissan-stadium/nfl/4346987","","2018-04-20T00:47:29",FALSE,"2018-12-07T04:20:00","2018-04-20T00:00:00","normal","2018-12-07T00:20:00","nfl",4346987,"Jacksonville Jaguars at Tennessee Titans",0.768,"Jaguars at Titans",FALSE,"2018-12-06T19:20:00",FALSE,NA,8442,37,197.49,37,1337,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Nashville, TN 37213","Nashville, TN","nissan-stadium","1 Titans Way",0.8546275,"https://seatgeek.com/venues/nissan-stadium/tickets","Nissan Stadium","37213","TN","Nashville","US",1126,"America/New_York",16,0,"Nissan Stadium",TRUE,-86.7713,36.1665,"NONE","2015-10-19T15:09:39Z",FALSE
"206","2018-09-07","2018-09-07_08.07.42",FALSE,0.826,"https://seatgeek.com/saints-at-buccaneers-tickets/12-9-2018-tampa-florida-raymond-james-stadium/nfl/4346926","","2018-04-20T00:47:15",FALSE,"2018-12-09T22:00:00","2018-04-20T00:00:00","normal","2018-12-09T18:00:00","nfl",4346926,"New Orleans Saints at Tampa Bay Buccaneers",0.793,"Saints at Buccaneers",FALSE,"2018-12-09T13:00:00",FALSE,NA,1268,64,247.07,64,906,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Tampa, FL 33607","Tampa, FL","raymond-james-stadium","4201 North Dale Mabry Highway",0.86513025,"https://seatgeek.com/venues/raymond-james-stadium/tickets","Raymond James Stadium","33607","FL","Tampa","US",39,"America/New_York",16,0,"Raymond James Stadium",TRUE,-82.5034,27.9753,"QRCODE_TM","2015-08-24T14:44:53Z",FALSE
"207","2018-09-07","2018-09-07_08.07.42",FALSE,0.843,"https://seatgeek.com/panthers-at-browns-tickets/12-9-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346995","","2018-04-20T00:47:31",FALSE,"2018-12-09T22:00:00","2018-04-20T00:00:00","normal","2018-12-09T18:00:00","nfl",4346995,"Carolina Panthers at Cleveland Browns",0.812,"Panthers at Browns",FALSE,"2018-12-09T13:00:00",FALSE,NA,1171,29,119.76,29,2435,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Cleveland, OH 44114","Cleveland, OH","firstenergy-stadium-15","100 Alfred Lerner Way",0.86852187,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","FirstEnergy Stadium","44114","OH","Cleveland","US",1123,"America/New_York",8,0,"FirstEnergy Stadium",TRUE,-81.7,41.5065,"NONE","2015-11-11T20:55:31Z",FALSE
"208","2018-09-07","2018-09-07_08.07.42",FALSE,0.851,"https://seatgeek.com/rams-at-bears-tickets/12-9-2018-chicago-illinois-soldier-field/nfl/4347003","","2018-04-20T00:47:32",FALSE,"2018-12-09T22:00:00","2018-04-20T00:00:00","normal","2018-12-09T18:00:00","nfl",4347003,"Los Angeles Rams at Chicago Bears",0.82,"Rams at Bears",FALSE,"2018-12-09T12:00:00",FALSE,NA,2225,83,332.43,83,1840,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Chicago, IL 60605","Chicago, IL","soldier-field","1410 S. Museum Campus Drive",0.940013,"https://seatgeek.com/venues/soldier-field/tickets","Soldier Field","60605","IL","Chicago","US",31,"America/Chicago",12,0,"Soldier Field",TRUE,-87.6159,41.8623,"NONE","2018-06-02T00:44:08Z",FALSE
"209","2018-09-07","2018-09-07_08.07.42",FALSE,0.909,"https://seatgeek.com/patriots-at-dolphins-tickets/12-9-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347086","","2018-04-20T00:47:48",FALSE,"2018-12-09T22:00:00","2018-04-20T00:00:00","normal","2018-12-09T18:00:00","nfl",4347086,"New England Patriots at Miami Dolphins",0.852,"Patriots at Dolphins",FALSE,"2018-12-09T13:00:00",FALSE,NA,6934,163,495.81,163,1534,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Miami Gardens, FL 33056","Miami Gardens, FL","hard-rock-stadium","347 Don Shula Dr.",0.8378203,"https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","33056","FL","Miami Gardens","US",29,"America/New_York",39,0,"Hard Rock Stadium",TRUE,-80.24,25.96,"NONE","2017-10-03T18:58:44Z",FALSE
"210","2018-09-07","2018-09-07_08.07.42",FALSE,0.855,"https://seatgeek.com/ravens-at-chiefs-tickets/12-9-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346979","","2018-04-20T00:47:27",FALSE,"2018-12-09T22:00:00","2018-04-20T00:00:00","normal","2018-12-09T18:00:00","nfl",4346979,"Baltimore Ravens at Kansas City Chiefs",0.821,"Ravens at Chiefs",FALSE,"2018-12-09T12:00:00",FALSE,NA,1030,37,160.77,37,1461,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Kansas City, MO 64129","Kansas City, MO","arrowhead-stadium","1 Arrowhead Drive",0.8827867,"https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","64129","MO","Kansas City","US",1128,"America/Chicago",10,0,"Arrowhead Stadium",TRUE,-94.4839,39.0489,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
"211","2018-09-07","2018-09-07_08.07.42",FALSE,0.874,"https://seatgeek.com/colts-at-texans-tickets/12-9-2018-houston-texas-nrg-stadium/nfl/4347014","","2018-04-20T00:47:35",FALSE,"2018-12-09T22:00:00","2018-04-20T00:00:00","normal","2018-12-09T18:00:00","nfl",4347014,"Indianapolis Colts at Houston Texans",0.829,"Colts at Texans",FALSE,"2018-12-09T12:00:00",FALSE,NA,5390,45,198.3,45,1752,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Houston, TX 77054","Houston, TX","nrg-stadium","1 Reliant Park",0.8624192,"https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","77054","TX","Houston","US",41,"America/Chicago",47,0,"NRG Stadium",TRUE,-95.4107,29.6847,"QRCODE_TM","2015-11-04T18:42:27Z",FALSE
"212","2018-09-07","2018-09-07_08.07.42",FALSE,0.913,"https://seatgeek.com/giants-at-redskins-tickets/12-9-2018-landover-maryland-fedex-field/nfl/4346935","","2018-04-20T00:47:17",FALSE,"2018-12-09T22:00:00","2018-04-20T00:00:00","normal","2018-12-09T18:00:00","nfl",4346935,"New York Giants at Washington Redskins",0.86,"Giants at Redskins",FALSE,"2018-12-09T13:00:00",FALSE,NA,1198,92,250.47,92,1885,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Landover, MD 20785","Landover, MD","fedex-field","1600 Fedex Way",0.9333444,"https://seatgeek.com/venues/fedex-field/tickets","FedEx Field","20785","MD","Landover","US",35,"America/New_York",9,0,"FedEx Field",TRUE,-76.8658,38.9071,"QRCODE_TM","2015-09-12T14:13:58Z",FALSE
"213","2018-09-07","2018-09-07_08.07.42",FALSE,0.835,"https://seatgeek.com/jets-at-bills-tickets/12-9-2018-orchard-park-new-york-new-era-field/nfl/4347059","","2018-04-20T00:47:43",FALSE,"2018-12-09T22:00:00","2018-04-20T00:00:00","normal","2018-12-09T18:00:00","nfl",4347059,"New York Jets at Buffalo Bills",0.8,"Jets at Bills",FALSE,"2018-12-09T13:00:00",FALSE,NA,1197,29,120.64,29,2772,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Orchard Park, NY 14127","Orchard Park, NY","new-era-field","1 Bills Drive",0.8815085,"https://seatgeek.com/venues/new-era-field/tickets","New Era Field","14127","NY","Orchard Park","US",1135,"America/New_York",8,0,"New Era Field",TRUE,-78.7874,42.7737,"QRCODE_TM","2015-08-12T16:52:53Z",FALSE
"214","2018-09-07","2018-09-07_08.07.42",FALSE,0.878,"https://seatgeek.com/falcons-at-packers-tickets/12-9-2018-green-bay-wisconsin-lambeau-field/nfl/4346910","","2018-04-20T00:47:13",FALSE,"2018-12-09T22:00:00","2018-04-20T00:00:00","normal","2018-12-09T18:00:00","nfl",4346910,"Atlanta Falcons at Green Bay Packers",0.839,"Falcons at Packers",FALSE,"2018-12-09T12:00:00",FALSE,NA,1772,143,295.53,143,2577,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Green Bay, WI 54304","Green Bay, WI","lambeau-field","1265 Lombardi Avenue",0.92909414,"https://seatgeek.com/venues/lambeau-field/tickets","Lambeau Field","54304","WI","Green Bay","US",1125,"America/Chicago",8,0,"Lambeau Field",TRUE,-88.0622,44.5013,"QRCODE_TM","2015-09-02T22:43:34Z",FALSE
"215","2018-09-07","2018-09-07_08.07.42",FALSE,0.88,"https://seatgeek.com/bengals-at-chargers-tickets/12-9-2018-carson-california-stubhub-center/nfl/4347107","","2018-04-20T00:47:52",FALSE,"2018-12-10T01:05:00","2018-04-20T00:00:00","normal","2018-12-09T21:05:00","nfl",4347107,"Cincinnati Bengals at Los Angeles Chargers",0.833,"Bengals at Chargers",FALSE,"2018-12-09T13:05:00",FALSE,NA,1198,103,234.74,103,898,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Carson, CA 90746","Carson, CA","stubhub-center","18400 Avalon Blvd",0.7228164,"https://seatgeek.com/venues/stubhub-center/tickets","StubHub Center","90746","CA","Carson","US",52,"America/Los_Angeles",14,0,"StubHub Center",TRUE,-118.261,33.8643,NA,NA,NA
"216","2018-09-07","2018-09-07_08.07.42",FALSE,0.916,"https://seatgeek.com/broncos-at-49ers-tickets/12-9-2018-santa-clara-california-levi-s-stadium/nfl/4347114","","2018-04-20T00:47:53",FALSE,"2018-12-10T01:05:00","2018-04-20T00:00:00","normal","2018-12-09T21:05:00","nfl",4347114,"Denver Broncos at San Francisco 49ers",0.875,"Broncos at 49ers",FALSE,"2018-12-09T13:05:00",FALSE,NA,6783,100,311.27,100,1875,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Santa Clara, CA 95054","Santa Clara, CA","levi-s-stadium","4900 Marie P DeBartolo Way",0.95768774,"https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","95054","CA","Santa Clara","US",58670,"America/Los_Angeles",13,0,"Levi's Stadium",TRUE,-121.969,37.4023,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"217","2018-09-07","2018-09-07_08.07.42",FALSE,0.882,"https://seatgeek.com/lions-at-cardinals-tickets/12-9-2018-glendale-arizona-state-farm-stadium/nfl/4347099","","2018-04-20T00:47:51",FALSE,"2018-12-10T01:25:00","2018-04-20T00:00:00","normal","2018-12-09T21:25:00","nfl",4347099,"Detroit Lions at Arizona Cardinals",0.847,"Lions at Cardinals",FALSE,"2018-12-09T14:25:00",FALSE,NA,1238,43,176.34,43,1734,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Glendale, AZ 85305","Glendale, AZ","state-farm-stadium","1 Cardinals Drive",0.93402725,"https://seatgeek.com/venues/state-farm-stadium/tickets","State Farm Stadium","85305","AZ","Glendale","US",43,"America/Phoenix",11,0,"State Farm Stadium",TRUE,-112.262,33.5294,"NONE","2015-12-21T17:26:05Z",FALSE
"218","2018-09-07","2018-09-07_08.07.42",FALSE,0.942,"https://seatgeek.com/eagles-at-cowboys-tickets/12-9-2018-arlington-texas-at-t-stadium/nfl/4327919","","2018-04-05T23:08:46",FALSE,"2018-12-10T01:25:00","2018-04-05T00:00:00","normal","2018-12-09T21:25:00","nfl",4327919,"Philadelphia Eagles at Dallas Cowboys",0.888,"Eagles at Cowboys",FALSE,"2018-12-09T15:25:00",TRUE,NA,4311,56,465.19,56,2987,"QRCODE","2018-04-17T22:02:33Z",FALSE,"Arlington, TX 76011","Arlington, TX","at-t-stadium","1 AT&T Way",0.9751414,"https://seatgeek.com/venues/at-t-stadium/tickets","AT&T Stadium","76011","TX","Arlington","US",4965,"America/Chicago",25,0,"AT&T Stadium",TRUE,-97.0957,32.7459,"QRCODE","2018-04-17T22:02:33Z",FALSE
"219","2018-09-07","2018-09-07_08.07.42",FALSE,0.9,"https://seatgeek.com/steelers-at-raiders-tickets/12-9-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347151","","2018-04-20T01:04:24",FALSE,"2018-12-10T05:20:00","2018-04-20T00:00:00","normal","2018-12-10T01:20:00","nfl",4347151,"Pittsburgh Steelers at Oakland Raiders",0.859,"Steelers at Raiders",FALSE,"2018-12-09T17:20:00",FALSE,NA,2048,197,477.04,197,1009,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Oakland, CA 94621","Oakland, CA","oakland-alameda-county-coliseum","7000 Coliseum Way",0.7817843,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","Oakland-Alameda County Coliseum","94621","CA","Oakland","US",14,"America/Los_Angeles",30,0,"Oakland-Alameda County Coliseum",TRUE,-122.201,37.7469,"PDF417","2015-06-24T00:00:00Z",FALSE
"220","2018-09-07","2018-09-07_08.07.42",FALSE,0.901,"https://seatgeek.com/vikings-at-seahawks-tickets/12-10-2018-seattle-washington-centurylink-field/nfl/4347123","","2018-04-20T00:47:55",FALSE,"2018-12-11T05:15:00","2018-04-20T00:00:00","normal","2018-12-11T01:15:00","nfl",4347123,"Minnesota Vikings at Seattle Seahawks",0.859,"Vikings at Seahawks",FALSE,"2018-12-10T17:15:00",FALSE,NA,2570,132,435.77,132,1314,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Seattle, WA 98134","Seattle, WA","centurylink-field","800 Occidental Ave S",0.87232786,"https://seatgeek.com/venues/centurylink-field/tickets","CenturyLink Field","98134","WA","Seattle","US",339,"America/Los_Angeles",14,0,"CenturyLink Field",TRUE,-122.33,47.6,"QRCODE","2018-03-02T22:54:54Z",FALSE
"221","2018-09-07","2018-09-07_08.07.42",FALSE,0.855,"https://seatgeek.com/chargers-at-chiefs-tickets/12-13-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346978","","2018-04-20T00:47:26",FALSE,"2018-12-14T05:20:00","2018-04-20T00:00:00","normal","2018-12-14T01:20:00","nfl",4346978,"Los Angeles Chargers at Kansas City Chiefs",0.812,"Chargers at Chiefs",FALSE,"2018-12-13T19:20:00",FALSE,NA,7880,37,167.26,37,1355,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Kansas City, MO 64129","Kansas City, MO","arrowhead-stadium","1 Arrowhead Drive",0.8827867,"https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","64129","MO","Kansas City","US",1128,"America/Chicago",10,0,"Arrowhead Stadium",TRUE,-94.4839,39.0489,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
"222","2018-09-07","2018-09-07_08.07.42",FALSE,0.886,"https://seatgeek.com/texans-at-jets-tickets/12-15-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347015","","2018-04-20T00:47:35",FALSE,"2018-12-16T01:30:00","2018-04-20T00:00:00","normal","2018-12-15T21:30:00","nfl",4347015,"Houston Texans at New York Jets",0.842,"Texans at Jets",FALSE,"2018-12-15T16:30:00",FALSE,NA,1368,28,164.62,28,2287,"QRCODE","2018-08-24T21:53:42Z",FALSE,"East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0.94873494,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","07073","NJ","East Rutherford","US",1587,"America/New_York",21,0,"MetLife Stadium",TRUE,-74.0737,40.8142,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"223","2018-09-07","2018-09-07_08.07.42",FALSE,0.836,"https://seatgeek.com/browns-at-broncos-tickets/12-15-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347135","","2018-04-20T01:04:04",FALSE,"2018-12-16T01:30:00","2018-04-20T00:00:00","normal","2018-12-15T21:30:00","nfl",4347135,"Cleveland Browns at Denver Broncos",0.803,"Browns at Broncos",FALSE,"2018-12-15T14:30:00",FALSE,NA,1285,97,283,97,1003,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Denver, CO 80204","Denver, CO","sports-authority-field-at-mile-high","1701 Bryant St.",0.9028296,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Sports Authority Field at Mile High","80204","CO","Denver","US",1131,"America/Denver",8,0,"Sports Authority Field at Mile High",TRUE,-105.02,39.74,"QRCODE_TM","2015-08-07T18:39:02Z",FALSE
"224","2018-09-07","2018-09-07_08.07.42",FALSE,0.873,"https://seatgeek.com/cardinals-at-falcons-tickets/12-16-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347047","","2018-04-20T00:47:41",FALSE,"2018-12-16T22:00:00","2018-04-20T00:00:00","normal","2018-12-16T18:00:00","nfl",4347047,"Arizona Cardinals at Atlanta Falcons",0.845,"Cardinals at Falcons",FALSE,"2018-12-16T13:00:00",FALSE,NA,12187,68,243.18,68,1769,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Atlanta, GA 30313","Atlanta, GA","mercedes-benz-stadium","441 M.L.K. Jr Dr NW",0.76958936,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","30313","GA","Atlanta","US",419590,"America/New_York",15,0,"Mercedes-Benz Stadium",TRUE,-84.4,33.76,"QRCODE","2018-08-23T20:14:46Z",FALSE
"225","2018-09-07","2018-09-07_08.07.42",FALSE,0.837,"https://seatgeek.com/lions-at-bills-tickets/12-16-2018-orchard-park-new-york-new-era-field/nfl/4347057","","2018-04-20T00:47:43",FALSE,"2018-12-16T22:00:00","2018-04-20T00:00:00","normal","2018-12-16T18:00:00","nfl",4347057,"Detroit Lions at Buffalo Bills",0.794,"Lions at Bills",FALSE,"2018-12-16T13:00:00",FALSE,NA,9541,25,119.88,33,2767,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Orchard Park, NY 14127","Orchard Park, NY","new-era-field","1 Bills Drive",0.8815085,"https://seatgeek.com/venues/new-era-field/tickets","New Era Field","14127","NY","Orchard Park","US",1135,"America/New_York",8,0,"New Era Field",TRUE,-78.7874,42.7737,"QRCODE_TM","2015-08-12T16:52:53Z",FALSE
"226","2018-09-07","2018-09-07_08.07.42",FALSE,0.923,"https://seatgeek.com/packers-at-bears-tickets/12-16-2018-chicago-illinois-soldier-field/nfl/4347002","","2018-04-20T00:47:32",FALSE,"2018-12-16T22:00:00","2018-04-20T00:00:00","normal","2018-12-16T18:00:00","nfl",4347002,"Green Bay Packers at Chicago Bears",0.873,"Packers at Bears",FALSE,"2018-12-16T12:00:00",FALSE,NA,2230,143,482.83,143,1663,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Chicago, IL 60605","Chicago, IL","soldier-field","1410 S. Museum Campus Drive",0.940013,"https://seatgeek.com/venues/soldier-field/tickets","Soldier Field","60605","IL","Chicago","US",31,"America/Chicago",12,0,"Soldier Field",TRUE,-87.6159,41.8623,"NONE","2018-06-02T00:44:08Z",FALSE
"227","2018-09-07","2018-09-07_08.07.42",FALSE,0.903,"https://seatgeek.com/cowboys-at-colts-tickets/12-16-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346955","","2018-04-20T00:47:20",FALSE,"2018-12-16T22:00:00","2018-04-20T00:00:00","normal","2018-12-16T18:00:00","nfl",4346955,"Dallas Cowboys at Indianapolis Colts",0.862,"Cowboys at Colts",FALSE,"2018-12-16T13:00:00",FALSE,NA,6154,103,326.22,106,1474,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Indianapolis, IN 46225","Indianapolis, IN","lucas-oil-stadium","500 South Capitol Avenue",0.9071682,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","Lucas Oil Stadium","46225","IN","Indianapolis","US",1130,"America/Indiana/Indianapolis",14,0,"Lucas Oil Stadium",TRUE,-86.1639,39.7601,"QRCODE_TM","2015-08-22T16:51:43Z",FALSE
"228","2018-09-07","2018-09-07_08.07.42",FALSE,0.817,"https://seatgeek.com/buccaneers-at-ravens-tickets/12-16-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347066","","2018-04-20T00:47:44",FALSE,"2018-12-16T22:00:00","2018-04-20T00:00:00","normal","2018-12-16T18:00:00","nfl",4347066,"Tampa Bay Buccaneers at Baltimore Ravens",0.784,"Buccaneers at Ravens",FALSE,"2018-12-16T13:00:00",FALSE,NA,923,36,193.73,36,2104,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Baltimore, MD 21230","Baltimore, MD","m-t-bank-stadium","1101 Russell St",0.8927189,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","21230","MD","Baltimore","US",1121,"America/New_York",9,0,"M&T Bank Stadium",TRUE,-76.623,39.2774,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE
"229","2018-09-07","2018-09-07_08.07.42",FALSE,0.883,"https://seatgeek.com/dolphins-at-vikings-tickets/12-16-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347144","","2018-04-20T01:04:05",FALSE,"2018-12-16T22:00:00","2018-04-20T00:00:00","normal","2018-12-16T18:00:00","nfl",4347144,"Miami Dolphins at Minnesota Vikings",0.846,"Dolphins at Vikings",FALSE,"2018-12-16T12:00:00",FALSE,NA,11271,92,294.46,92,1439,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Minneapolis, MN 55415","Minneapolis, MN","u-s-bank-stadium","401 Chicago Avenue",0.88524246,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","U.S. Bank Stadium","55415","MN","Minneapolis","US",218451,"America/Chicago",14,0,"U.S. Bank Stadium",TRUE,-93.26,44.97,"NONE","2018-08-22T15:34:15Z",FALSE
"230","2018-09-07","2018-09-07_08.07.42",FALSE,0.824,"https://seatgeek.com/redskins-at-jaguars-tickets/12-16-2018-jacksonville-florida-tiaa-bank-field/nfl/4346945","","2018-04-20T00:47:18",FALSE,"2018-12-16T22:00:00","2018-04-20T00:00:00","normal","2018-12-16T18:00:00","nfl",4346945,"Washington Redskins at Jacksonville Jaguars",0.785,"Redskins at Jaguars",FALSE,"2018-12-16T13:00:00",FALSE,NA,2558,64,173.44,64,1071,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Jacksonville, FL 32202","Jacksonville, FL","tiaa-bank-field","1 Everbank Field Dr",0.83759147,"https://seatgeek.com/venues/tiaa-bank-field/tickets","TIAA Bank Field","32202","FL","Jacksonville","US",5178,"America/New_York",10,0,"TIAA Bank Field",TRUE,-81.6373,30.3239,"QRCODE_TM","2015-10-17T20:03:42Z",FALSE
"231","2018-09-07","2018-09-07_08.07.42",FALSE,0.851,"https://seatgeek.com/raiders-at-bengals-tickets/12-16-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347037","","2018-04-20T00:47:39",FALSE,"2018-12-16T22:00:00","2018-04-20T00:00:00","normal","2018-12-16T18:00:00","nfl",4347037,"Oakland Raiders at Cincinnati Bengals",0.81,"Raiders at Bengals",FALSE,"2018-12-16T13:00:00",FALSE,NA,11944,53,151.76,53,1348,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Cincinnati, OH 45202","Cincinnati, OH","paul-brown-stadium","1 Paul Brown Stadium",0.86166537,"https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","45202","OH","Cincinnati","US",1124,"America/New_York",9,0,"Paul Brown Stadium",TRUE,-84.5177,39.0961,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"232","2018-09-07","2018-09-07_08.07.42",FALSE,0.882,"https://seatgeek.com/titans-at-giants-tickets/12-16-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346988","","2018-04-20T00:47:29",FALSE,"2018-12-16T22:00:00","2018-04-20T00:00:00","normal","2018-12-16T18:00:00","nfl",4346988,"Tennessee Titans at New York Giants",0.829,"Titans at Giants",FALSE,"2018-12-16T13:00:00",FALSE,NA,5678,81,261.92,81,2366,"QRCODE","2018-08-24T21:53:42Z",FALSE,"East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0.94873494,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","07073","NJ","East Rutherford","US",1587,"America/New_York",21,0,"MetLife Stadium",TRUE,-74.0737,40.8142,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"233","2018-09-07","2018-09-07_08.07.42",FALSE,0.9,"https://seatgeek.com/seahawks-at-49ers-tickets/12-16-2018-santa-clara-california-levi-s-stadium/nfl/4347122","","2018-04-20T00:47:55",FALSE,"2018-12-17T01:05:00","2018-04-20T00:00:00","normal","2018-12-16T21:05:00","nfl",4347122,"Seattle Seahawks at San Francisco 49ers",0.855,"Seahawks at 49ers",FALSE,"2018-12-16T13:05:00",FALSE,NA,3694,94,299.65,94,2006,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Santa Clara, CA 95054","Santa Clara, CA","levi-s-stadium","4900 Marie P DeBartolo Way",0.95768774,"https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","95054","CA","Santa Clara","US",58670,"America/Los_Angeles",13,0,"Levi's Stadium",TRUE,-121.969,37.4023,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"234","2018-09-07","2018-09-07_08.07.42",FALSE,0.934,"https://seatgeek.com/patriots-at-steelers-tickets/12-16-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347077","","2018-04-20T00:47:46",FALSE,"2018-12-17T01:25:00","2018-04-20T00:00:00","normal","2018-12-16T21:25:00","nfl",4347077,"New England Patriots at Pittsburgh Steelers",0.874,"Patriots at Steelers",FALSE,"2018-12-16T16:25:00",FALSE,NA,10795,196,476.39,196,1628,"QRCODE","2018-08-24T21:53:42Z",FALSE,"Pittsburgh, PA 15212","Pittsburgh, PA","heinz-field","100 Art Rooney Avenue",0.9033526,"https://seatgeek.com/venues/heinz-field/tickets","Heinz Field","15212","PA","Pittsburgh","US",1119,"America/New_York",13,0,"Heinz Field",TRUE,-80.0158,40.4468,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
