short_title,url,id,time_tbd,date_tbd,datetime_tbd,title,score,type,datetime_local,datetime_utc,description,status,popularity,is_open,announce_date,created_at,visible_until_utc,general_admission,average_price,lowest_price,highest_price,listing_count,lowest_price_good_deals,median_price,visible_listing_count,created_at,method,employee_only,url,id,postal_code,has_upcoming_events,extended_address,timezone,score,name,name_v2,state,slug,address,popularity,country,num_upcoming_events,metro_code,city,display_location,lon,lat,created_at,method,employee_only
Panthers at Steelers,https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075,4347075,FALSE,FALSE,FALSE,Carolina Panthers at Pittsburgh Steelers,0.911,nfl,2018-11-08T20:20:00,2018-11-09T01:20:00,,normal,0.841,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:46,2018-11-09T05:20:00,NA,207.94637,89,1201,634,88,163,1101,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/heinz-field/tickets,1119,15212,TRUE,"Pittsburgh, PA 15212",America/New_York,0.9033526,Heinz Field,Heinz Field,PA,heinz-field,100 Art Rooney Avenue,0,US,10,508,Pittsburgh,"Pittsburgh, PA",-80.0158,40.4468,2015-12-08T15:36:23Z,QRCODE_TM,FALSE
Patriots at Titans,https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990,4346990,FALSE,FALSE,FALSE,New England Patriots at Tennessee Titans,0.956,nfl,2018-11-11T12:00:00,2018-11-11T17:00:00,,normal,0.873,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:30,2018-11-11T21:00:00,NA,584.3487,209,1932,304,209,524,604,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/nissan-stadium/tickets,1126,37213,TRUE,"Nashville, TN 37213",America/New_York,0.8546275,Nissan Stadium,Nissan Stadium,TN,nissan-stadium,1 Titans Way,0,US,14,659,Nashville,"Nashville, TN",-86.7713,36.1665,2015-10-19T15:09:39Z,NONE,FALSE
Lions at Bears,https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006,4347006,FALSE,FALSE,FALSE,Detroit Lions at Chicago Bears,0.92,nfl,2018-11-11T12:00:00,2018-11-11T18:00:00,,normal,0.844,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:32,2018-11-11T22:00:00,NA,322.7,122,1197,150,116,290,905,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/soldier-field/tickets,31,60605,TRUE,"Chicago, IL 60605",America/Chicago,0.940013,Soldier Field,Soldier Field,IL,soldier-field,1410 S. Museum Campus Drive,0,US,10,602,Chicago,"Chicago, IL",-87.6159,41.8623,2018-06-02T00:44:08Z,NONE,FALSE
Saints at Bengals,https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040,4347040,FALSE,FALSE,FALSE,New Orleans Saints at Cincinnati Bengals,0.901,nfl,2018-11-11T13:00:00,2018-11-11T18:00:00,,normal,0.83,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:40,2018-11-11T22:00:00,NA,116.66921,53,414,523,53,104,857,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/paul-brown-stadium/tickets,1124,45202,TRUE,"Cincinnati, OH 45202",America/New_York,0.86166537,Paul Brown Stadium,Paul Brown Stadium,OH,paul-brown-stadium,1 Paul Brown Stadium,0,US,7,515,Cincinnati,"Cincinnati, OH",-84.5177,39.0961,2015-10-09T16:14:37Z,QRCODE_TM,FALSE
Cardinals at Chiefs,https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980,4346980,FALSE,FALSE,FALSE,Arizona Cardinals at Kansas City Chiefs,0.907,nfl,2018-11-11T12:00:00,2018-11-11T18:00:00,,normal,0.835,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:27,2018-11-11T22:00:00,NA,140.1338,31,11704,994,31,105,1089,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/arrowhead-stadium/tickets,1128,64129,TRUE,"Kansas City, MO 64129",America/Chicago,0.8827867,Arrowhead Stadium,Arrowhead Stadium,MO,arrowhead-stadium,1 Arrowhead Drive,0,US,9,616,Kansas City,"Kansas City, MO",-94.4839,39.0489,2015-08-20T16:20:51Z,QRCODE_TM,FALSE
Jaguars at Colts,https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958,4346958,FALSE,FALSE,FALSE,Jacksonville Jaguars at Indianapolis Colts,0.884,nfl,2018-11-11T13:00:00,2018-11-11T18:00:00,,normal,0.823,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:22,2018-11-11T22:00:00,NA,106.50765,34,868,719,34,87,1067,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/lucas-oil-stadium/tickets,1130,46225,TRUE,"Indianapolis, IN 46225",America/Indiana/Indianapolis,0.9071682,Lucas Oil Stadium,Lucas Oil Stadium,IN,lucas-oil-stadium,500 South Capitol Avenue,0,US,12,527,Indianapolis,"Indianapolis, IN",-86.1639,39.7601,2018-09-13T22:29:37Z,QRCODE_TM,FALSE
Redskins at Buccaneers,https://seatgeek.com/redskins-at-buccaneers-tickets/11-11-2018-tampa-florida-raymond-james-stadium/nfl/4346930,4346930,FALSE,FALSE,FALSE,Washington Redskins at Tampa Bay Buccaneers,0.888,nfl,2018-11-11T13:00:00,2018-11-11T18:00:00,,normal,0.817,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:16,2018-11-11T22:00:00,NA,220.28,83,528,25,71,180,418,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/raymond-james-stadium/tickets,39,33607,TRUE,"Tampa, FL 33607",America/New_York,0.86513025,Raymond James Stadium,Raymond James Stadium,FL,raymond-james-stadium,4201 North Dale Mabry Highway,0,US,14,539,Tampa,"Tampa, FL",-82.5034,27.9753,2015-08-24T14:44:53Z,QRCODE_TM,FALSE
Bills at Jets,https://seatgeek.com/bills-at-jets-tickets/11-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347060,4347060,FALSE,FALSE,FALSE,Buffalo Bills at New York Jets,0.931,nfl,2018-11-11T13:00:00,2018-11-11T18:00:00,,normal,0.851,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:43,2018-11-11T22:00:00,NA,170.40479,50,909,919,50,141,1260,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/metlife-stadium/tickets,1587,07073,TRUE,"East Rutherford, NJ 07073",America/New_York,0.94873494,MetLife Stadium,MetLife Stadium,NJ,metlife-stadium,1 MetLife Stadium Drive,0,US,17,501,East Rutherford,"East Rutherford, NJ",-74.0737,40.8142,2015-09-12T14:14:07Z,QRCODE_TM,FALSE
Falcons at Browns,https://seatgeek.com/falcons-at-browns-tickets/11-11-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346996,4346996,FALSE,FALSE,FALSE,Atlanta Falcons at Cleveland Browns,0.888,nfl,2018-11-11T13:00:00,2018-11-11T18:00:00,,normal,0.825,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:31,2018-11-11T22:00:00,NA,96.24886,28,1172,1097,28,77,1376,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,1123,44114,TRUE,"Cleveland, OH 44114",America/New_York,0.86852187,FirstEnergy Stadium,FirstEnergy Stadium,OH,firstenergy-stadium-15,100 Alfred Lerner Way,0,US,7,510,Cleveland,"Cleveland, OH",-81.7,41.5065,2015-11-11T20:55:31Z,NONE,FALSE
Dolphins at Packers,https://seatgeek.com/dolphins-at-packers-tickets/11-11-2018-green-bay-wisconsin-lambeau-field/nfl/4346912,4346912,FALSE,FALSE,FALSE,Miami Dolphins at Green Bay Packers,0.93,nfl,2018-11-11T12:00:00,2018-11-11T18:00:00,,normal,0.859,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:13,2018-11-11T22:00:00,NA,431.7,237,1197,140,168,408,558,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/lambeau-field/tickets,1125,54304,TRUE,"Green Bay, WI 54304",America/Chicago,0.92909414,Lambeau Field,Lambeau Field,WI,lambeau-field,1265 Lombardi Avenue,0,US,6,658,Green Bay,"Green Bay, WI",-88.0622,44.5013,2015-09-02T22:43:34Z,QRCODE_TM,FALSE
Chargers at Raiders,https://seatgeek.com/chargers-at-raiders-tickets/11-11-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347130,4347130,FALSE,FALSE,FALSE,Los Angeles Chargers at Oakland Raiders,0.903,nfl,2018-11-11T13:05:00,2018-11-11T21:05:00,,normal,0.83,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:56,2018-11-12T01:05:00,NA,199.27858,82,629,481,82,183,825,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,14,94621,TRUE,"Oakland, CA 94621",America/Los_Angeles,0.7817843,Oakland-Alameda County Coliseum,Oakland-Alameda County Coliseum,CA,oakland-alameda-county-coliseum,7000 Coliseum Way,0,US,24,807,Oakland,"Oakland, CA",-122.201,37.7469,2015-06-24T00:00:00Z,PDF417,FALSE
Seahawks at Rams,https://seatgeek.com/seahawks-at-rams-tickets/11-11-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346920,4346920,FALSE,FALSE,FALSE,Seattle Seahawks at Los Angeles Rams,0.924,nfl,2018-11-11T13:25:00,2018-11-11T21:25:00,,normal,0.847,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:14,2018-11-12T01:25:00,NA,190.3311,49,922,746,49,143,1464,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,51012,90037,TRUE,"Los Angeles, CA 90037",America/Los_Angeles,0.86898464,Los Angeles Memorial Coliseum,Los Angeles Memorial Coliseum,CA,los-angeles-memorial-coliseum-1,3911 S Figueroa St,0,US,11,0,Los Angeles,"Los Angeles, CA",-118.288,34.0138,2018-08-23T17:59:28Z,QRCODE,FALSE
Alex G with Half Waif,https://seatgeek.com/alex-g-with-half-waif-tickets/tampa-florida-crowbar-2-2018-11-11-7-pm/concert/4500554,4500554,FALSE,FALSE,FALSE,Alex G with Half Waif,0.468,concert,2018-11-11T19:00:00,2018-11-12T00:00:00,,normal,0.501,FALSE,2018-08-23T00:00:00,2018-08-23T20:13:51,2018-11-12T04:00:00,TRUE,235.42857,102,584,14,NA,244,1,NA,NA,NA,https://seatgeek.com/venues/crowbar-2/tickets,3160,33605,TRUE,"Tampa, FL 33605",America/New_York,0.42424366,Crowbar,Crowbar,FL,crowbar-2,1812 North 17th Street,0,US,31,539,Tampa,"Tampa, FL",-82.4406,27.9608,NA,NA,NA
Cowboys at Eagles,https://seatgeek.com/cowboys-at-eagles-tickets/11-11-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347031,4347031,FALSE,FALSE,FALSE,Dallas Cowboys at Philadelphia Eagles,0.981,nfl,2018-11-11T20:20:00,2018-11-12T01:20:00,,normal,0.889,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:38,2018-11-12T05:20:00,NA,508.7173,210,1575,428,153,462,1016,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/lincoln-financial-field/tickets,330,19148,TRUE,"Philadelphia, PA 19148",America/New_York,0.90542685999999994,Lincoln Financial Field,Lincoln Financial Field,PA,lincoln-financial-field,1020 Pattison Ave,0,US,16,504,Philadelphia,"Philadelphia, PA",-75.1675,39.9046,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
Giants at 49ers,https://seatgeek.com/giants-at-49ers-tickets/11-12-2018-santa-clara-california-levi-s-stadium/nfl/4347117,4347117,FALSE,FALSE,FALSE,New York Giants at San Francisco 49ers,0.95,nfl,2018-11-12T17:15:00,2018-11-13T01:15:00,,normal,0.864,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:54,2018-11-13T05:15:00,NA,236.3006,88,3713,1008,86,209,1088,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/levi-s-stadium/tickets,58670,95054,TRUE,"Santa Clara, CA 95054",America/Los_Angeles,0.95768774,Levi's Stadium,Levi's Stadium,CA,levi-s-stadium,4900 Marie P DeBartolo Way,0,US,12,0,Santa Clara,"Santa Clara, CA",-121.969,37.4023,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
Packers at Seahawks,https://seatgeek.com/packers-at-seahawks-tickets/11-15-2018-seattle-washington-centurylink-field/nfl/4347126,4347126,FALSE,FALSE,FALSE,Green Bay Packers at Seattle Seahawks,0.993,nfl,2018-11-15T17:20:00,2018-11-16T01:20:00,,normal,0.896,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:56,2018-11-16T05:20:00,NA,513.6425,237,1597,193,237,416,571,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/centurylink-field/tickets,339,98134,TRUE,"Seattle, WA 98134",America/Los_Angeles,0.87232786,CenturyLink Field,CenturyLink Field,WA,centurylink-field,800 Occidental Ave S,0,US,18,819,Seattle,"Seattle, WA",-122.33,47.6,2018-03-02T22:54:54Z,QRCODE,FALSE
South Alabama at Louisiana,https://seatgeek.com/south-alabama-jaguars-at-louisiana-ragin-cajuns-football-tickets/ncaa-football/2018-11-17-4-pm/4281956,4281956,FALSE,FALSE,FALSE,South Alabama Jaguars at Louisiana Ragin Cajuns Football,0.448,ncaa_football,2018-11-17T16:00:00,2018-11-17T22:00:00,,normal,0.46,FALSE,2018-02-28T00:00:00,2018-02-28T15:00:12,2018-11-18T02:00:00,NA,65.03809,54,103,105,53,68,47,NA,NA,NA,https://seatgeek.com/venues/cajun-field/tickets,2796,70506,TRUE,"Lafayette, LA 70506",America/Chicago,0.43303972,Cajun Field,Cajun Field,LA,cajun-field,201 Rhienhardt Drive,0,US,5,642,Lafayette,"Lafayette, LA",-92.04,30.22,NA,NA,NA
Bengals at Ravens,https://seatgeek.com/bengals-at-ravens-tickets/11-18-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347068,4347068,FALSE,FALSE,FALSE,Cincinnati Bengals at Baltimore Ravens,0.858,nfl,2018-11-18T13:00:00,2018-11-18T18:00:00,,normal,0.79,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:45,2018-11-18T22:00:00,NA,130.85417,42,550,672,42,104,1260,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/m-t-bank-stadium/tickets,1121,21230,TRUE,"Baltimore, MD 21230",America/New_York,0.8927189,M&T Bank Stadium,M&T Bank Stadium,MD,m-t-bank-stadium,1101 Russell St,0,US,8,512,Baltimore,"Baltimore, MD",-76.623,39.2774,2015-08-04T00:00:00Z,QRCODE_TM,FALSE
Panthers at Lions,https://seatgeek.com/panthers-at-lions-tickets/11-18-2018-detroit-michigan-ford-field/nfl/4347025,4347025,FALSE,FALSE,FALSE,Carolina Panthers at Detroit Lions,0.934,nfl,2018-11-18T13:00:00,2018-11-18T18:00:00,,normal,0.859,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:37,2018-11-18T22:00:00,NA,162.82008,67,2393,717,41,136,994,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/ford-field/tickets,346,48226,TRUE,"Detroit, MI 48226",America/Detroit,0.9029952,Ford Field,Ford Field,MI,ford-field,2000 Brush St.,0,US,9,505,Detroit,"Detroit, MI",-83.0459,42.34,2015-11-04T17:31:52Z,NONE,FALSE
Vikings at Bears,https://seatgeek.com/vikings-at-bears-tickets/11-18-2018-chicago-illinois-soldier-field/nfl/4347005,4347005,FALSE,FALSE,FALSE,Minnesota Vikings at Chicago Bears,0.936,nfl,2018-11-18T12:00:00,2018-11-18T18:00:00,,normal,0.852,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:32,2018-11-18T22:00:00,NA,330.97092,118,1196,172,118,289,910,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/soldier-field/tickets,31,60605,TRUE,"Chicago, IL 60605",America/Chicago,0.940013,Soldier Field,Soldier Field,IL,soldier-field,1410 S. Museum Campus Drive,0,US,10,602,Chicago,"Chicago, IL",-87.6159,41.8623,2018-06-02T00:44:08Z,NONE,FALSE
Eagles at Saints,https://seatgeek.com/eagles-at-saints-tickets/11-18-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346969,4346969,FALSE,FALSE,FALSE,Philadelphia Eagles at New Orleans Saints,0.934,nfl,2018-11-18T12:00:00,2018-11-18T18:00:00,,normal,0.856,TRUE,2018-04-20T00:00:00,2018-04-20T00:47:25,2018-11-18T22:00:00,NA,384.77203,167,3000,1373,167,360,1255,2018-05-29T20:39:16Z,QRCODE,FALSE,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,128,70112,TRUE,"New Orleans, LA 70112",America/Chicago,0.8966978,Mercedes-Benz Superdome,Mercedes-Benz Superdome,LA,mercedes-benz-superdome,1500 Sugar Bowl Drive,0,US,17,622,New Orleans,"New Orleans, LA",-90.0786,29.9515,2018-08-27T20:46:59Z,QRCODE_TM,FALSE
Cowboys at Falcons,https://seatgeek.com/cowboys-at-falcons-tickets/11-18-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347049,4347049,FALSE,FALSE,FALSE,Dallas Cowboys at Atlanta Falcons,0.981,nfl,2018-11-18T13:00:00,2018-11-18T18:00:00,,normal,0.893,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:41,2018-11-18T22:00:00,NA,449.59464,209,2149,671,191,383,1049,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,419590,30313,TRUE,"Atlanta, GA 30313",America/New_York,0.76958936,Mercedes-Benz Stadium,Mercedes-Benz Stadium,GA,mercedes-benz-stadium,441 M.L.K. Jr Dr NW,0,US,19,0,Atlanta,"Atlanta, GA",-84.4,33.76,2018-08-23T20:14:46Z,QRCODE,FALSE
Buccaneers at Giants,https://seatgeek.com/buccaneers-at-giants-tickets/11-18-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346929,4346929,FALSE,FALSE,FALSE,Tampa Bay Buccaneers at New York Giants,0.921,nfl,2018-11-18T13:00:00,2018-11-18T18:00:00,,normal,0.839,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:16,2018-11-18T22:00:00,NA,260.3362,91,1288,461,91,206,1181,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/metlife-stadium/tickets,1587,07073,TRUE,"East Rutherford, NJ 07073",America/New_York,0.94873494,MetLife Stadium,MetLife Stadium,NJ,metlife-stadium,1 MetLife Stadium Drive,0,US,17,501,East Rutherford,"East Rutherford, NJ",-74.0737,40.8142,2015-09-12T14:14:07Z,QRCODE_TM,FALSE
Titans at Colts,https://seatgeek.com/titans-at-colts-tickets/11-18-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346957,4346957,FALSE,FALSE,FALSE,Tennessee Titans at Indianapolis Colts,0.879,nfl,2018-11-18T13:00:00,2018-11-18T18:00:00,,normal,0.815,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:22,2018-11-18T22:00:00,NA,104.40933,28,440,750,28,80,1103,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/lucas-oil-stadium/tickets,1130,46225,TRUE,"Indianapolis, IN 46225",America/Indiana/Indianapolis,0.9071682,Lucas Oil Stadium,Lucas Oil Stadium,IN,lucas-oil-stadium,500 South Capitol Avenue,0,US,12,527,Indianapolis,"Indianapolis, IN",-86.1639,39.7601,2018-09-13T22:29:37Z,QRCODE_TM,FALSE
Texans at Redskins,https://seatgeek.com/texans-at-redskins-tickets/11-18-2018-landover-maryland-fedex-field/nfl/4346939,4346939,FALSE,FALSE,FALSE,Houston Texans at Washington Redskins,0.93,nfl,2018-11-18T13:00:00,2018-11-18T18:00:00,,normal,0.852,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:17,2018-11-18T22:00:00,NA,173.72542,82,928,834,81,157,1168,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/fedex-field/tickets,35,20785,TRUE,"Landover, MD 20785",America/New_York,0.9333444,FedEx Field,FedEx Field,MD,fedex-field,1600 Fedex Way,0,US,7,511,Landover,"Landover, MD",-76.8658,38.9071,2015-09-12T14:13:58Z,QRCODE_TM,FALSE
Raiders at Cardinals,https://seatgeek.com/raiders-at-cardinals-tickets/11-18-2018-glendale-arizona-state-farm-stadium/nfl/4347100,4347100,FALSE,FALSE,FALSE,Oakland Raiders at Arizona Cardinals,0.947,nfl,2018-11-18T14:05:00,2018-11-18T21:05:00,,normal,0.868,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:51,2018-11-19T01:05:00,NA,262.1076,100,911,474,100,244,870,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/state-farm-stadium/tickets,43,85305,TRUE,"Glendale, AZ 85305",America/Phoenix,0.93402725,State Farm Stadium,State Farm Stadium,AZ,state-farm-stadium,1 Cardinals Drive,0,US,10,753,Glendale,"Glendale, AZ",-112.262,33.5294,2015-12-21T17:26:05Z,NONE,FALSE
Broncos at Chargers,https://seatgeek.com/broncos-at-chargers-tickets/11-18-2018-carson-california-stubhub-center/nfl/4347110,4347110,FALSE,FALSE,FALSE,Denver Broncos at Los Angeles Chargers,0.957,nfl,2018-11-18T13:05:00,2018-11-18T21:05:00,,normal,0.862,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:52,2018-11-19T01:05:00,NA,307.56827,186,766,315,164,259,506,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/stubhub-center/tickets,52,90746,TRUE,"Carson, CA 90746",America/Los_Angeles,0.7228164,StubHub Center,StubHub Center,CA,stubhub-center,18400 Avalon Blvd,0,US,16,803,Carson,"Carson, CA",-118.261,33.8643,NA,NA,NA
Steelers at Jaguars,https://seatgeek.com/steelers-at-jaguars-tickets/11-18-2018-jacksonville-florida-everbank-field/nfl/4346947,4346947,FALSE,FALSE,FALSE,Pittsburgh Steelers at Jacksonville Jaguars,0.893,nfl,2018-11-18T20:20:00,2018-11-19T01:20:00,,normal,0.812,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:19,2018-11-19T05:20:00,NA,376.22034,168,1020,472,165,321,827,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/everbank-field/tickets,5178,32202,TRUE,"Jacksonville, FL 32202",America/New_York,0.83759147,EverBank Field,EverBank Field,FL,everbank-field,1 Everbank Field Dr,0,US,9,561,Jacksonville,"Jacksonville, FL",-81.6373,30.3239,2015-10-17T20:03:42Z,QRCODE_TM,FALSE
Chiefs at Rams,https://seatgeek.com/chiefs-at-rams-tickets/11-19-2018-mexico-city-mexico-estadio-azteca-2/nfl/4347137,4347137,FALSE,FALSE,FALSE,Kansas City Chiefs at Los Angeles Rams,0.943,nfl,2018-11-19T19:15:00,2018-11-20T01:15:00,,normal,0.857,FALSE,2018-04-20T00:00:00,2018-04-20T01:04:04,2018-11-20T05:15:00,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/estadio-azteca-2/tickets,41952,04650,TRUE,"Mexico City, Mexico",America/Mexico_City,0,Estadio Azteca,Estadio Azteca,NA,estadio-azteca-2,Calzada de Tlalpan 3665,0,Mexico,1,0,Mexico City,"Mexico City, Mexico",-99.15,19.3,NA,NA,NA
Bears at Lions,https://seatgeek.com/bears-at-lions-tickets/11-22-2018-detroit-michigan-ford-field/nfl/4347024,4347024,FALSE,FALSE,FALSE,Chicago Bears at Detroit Lions,0.95,nfl,2018-11-22T12:30:00,2018-11-22T17:30:00,,normal,0.867,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:36,2018-11-22T21:30:00,NA,219.0723,97,2393,664,97,180,910,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/ford-field/tickets,346,48226,TRUE,"Detroit, MI 48226",America/Detroit,0.9029952,Ford Field,Ford Field,MI,ford-field,2000 Brush St.,0,US,9,505,Detroit,"Detroit, MI",-83.0459,42.34,2015-11-04T17:31:52Z,NONE,FALSE
Redskins at Cowboys,https://seatgeek.com/redskins-at-cowboys-tickets/11-22-2018-arlington-texas-at-t-stadium/nfl/4327921,4327921,FALSE,FALSE,FALSE,Washington Redskins at Dallas Cowboys,0.995,nfl,2018-11-22T15:30:00,2018-11-22T21:30:00,,normal,0.896,TRUE,2018-04-05T00:00:00,2018-04-05T23:08:47,2018-11-23T01:30:00,NA,387.61713,33,4309,3142,33,320,2421,2018-04-17T22:02:33Z,QRCODE,FALSE,https://seatgeek.com/venues/at-t-stadium/tickets,4965,76011,TRUE,"Arlington, TX 76011",America/Chicago,0.9751414,AT&T Stadium,AT&T Stadium,TX,at-t-stadium,1 AT&T Way,0,US,21,623,Arlington,"Arlington, TX",-97.0957,32.7459,2018-04-17T22:02:33Z,QRCODE,FALSE
Falcons at Saints,https://seatgeek.com/falcons-at-saints-tickets/11-22-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346968,4346968,FALSE,FALSE,FALSE,Atlanta Falcons at New Orleans Saints,0.905,nfl,2018-11-22T19:20:00,2018-11-23T01:20:00,,normal,0.825,TRUE,2018-04-20T00:00:00,2018-04-20T00:47:24,2018-11-23T05:20:00,NA,317.69992,119,4200,1393,119,296,1239,2018-05-29T20:39:22Z,QRCODE,FALSE,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,128,70112,TRUE,"New Orleans, LA 70112",America/Chicago,0.8966978,Mercedes-Benz Superdome,Mercedes-Benz Superdome,LA,mercedes-benz-superdome,1500 Sugar Bowl Drive,0,US,17,622,New Orleans,"New Orleans, LA",-90.0786,29.9515,2018-08-27T20:46:59Z,QRCODE_TM,FALSE
Coastal Carolina at South Alabama,https://seatgeek.com/coastal-carolina-chanticleers-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-11-23-2-pm/4281983,4281983,FALSE,FALSE,FALSE,Coastal Carolina Chanticleers at South Alabama Jaguars Football,0.265,ncaa_football,2018-11-23T14:00:00,2018-11-23T20:00:00,,normal,0.298,FALSE,2018-02-28T00:00:00,2018-02-28T15:00:16,2018-11-24T00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,3716,36604,TRUE,"Mobile, AL 36604",America/Chicago,0.50177634,Ladd Peebles Stadium,Ladd Peebles Stadium,AL,ladd-peebles-stadium,1621 Virginia St.,0,US,6,686,Mobile,"Mobile, AL",-88.0761,30.6748,NA,NA,NA
Giants at Eagles,https://seatgeek.com/giants-at-eagles-tickets/11-25-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346918,4346918,FALSE,FALSE,FALSE,New York Giants at Philadelphia Eagles,0.961,nfl,2018-11-25T13:00:00,2018-11-25T18:00:00,,normal,0.867,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:14,2018-11-25T22:00:00,NA,414.9879,166,1239,414,141,351,1035,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/lincoln-financial-field/tickets,330,19148,TRUE,"Philadelphia, PA 19148",America/New_York,0.90542685999999994,Lincoln Financial Field,Lincoln Financial Field,PA,lincoln-financial-field,1020 Pattison Ave,0,US,16,504,Philadelphia,"Philadelphia, PA",-75.1675,39.9046,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
